Air Quality,PM2.5,PM10,NO2,SO2,CO
2,32.1,38.5,23.7,10.6,1.44
3,30.1,52.0,33.6,22.4,1.73
1,31.0,48.7,51.2,9.3,2.7
0,21.0,24.9,24.5,4.8,0.99
2,1.8,11.8,21.3,10.2,1.33
0,12.1,12.0,26.2,6.6,1.04
2,2.8,14.2,23.7,10.0,1.43
2,66.8,79.8,28.3,4.3,1.17
3,33.3,44.4,34.1,11.1,2.28
3,22.8,44.9,31.1,9.5,2.68
3,0.4,16.4,39.9,13.0,1.57
2,61.8,76.5,28.5,8.4,1.71
0,9.0,10.4,19.6,5.6,1.09
2,11.5,24.0,22.2,7.7,1.69
0,10.8,16.0,15.5,9.5,1.07
3,6.2,17.2,34.0,12.5,2.18
0,7.0,11.5,17.0,6.5,1.12
2,0.5,12.4,30.8,12.2,1.91
0,33.8,38.3,19.9,1.1,1.07
0,26.5,31.8,26.4,7.0,1.18
0,16.6,23.9,21.0,1.6,1.01
1,35.8,67.0,43.1,8.3,2.32
0,12.3,20.1,25.0,6.3,1.08
2,16.1,27.3,23.4,9.6,1.73
3,3.9,15.7,33.5,15.8,1.97
3,11.8,21.0,43.4,15.8,2.02
2,19.5,35.4,27.0,10.8,1.37
2,12.6,23.5,23.5,0.8,1.51
3,21.6,33.1,44.5,7.4,1.98
0,0.3,7.1,11.8,5.9,1.12
0,2.0,7.3,20.3,5.4,0.98
2,2.4,6.1,31.7,13.9,1.47
1,9.5,31.0,37.6,17.0,2.38
2,12.1,17.5,24.7,12.3,1.57
2,6.2,15.4,34.0,4.5,1.34
2,4.7,13.5,29.4,11.5,1.62
1,165.5,190.7,45.3,9.0,1.95
1,10.3,31.6,36.9,15.3,2.34
2,75.7,86.8,19.8,12.1,1.79
2,11.3,11.5,29.3,14.6,1.55
0,1.5,5.8,17.2,3.1,0.98
0,2.5,10.5,26.0,6.0,1.08
2,2.2,15.6,33.6,4.9,1.43
2,55.5,60.9,31.4,13.1,1.19
3,14.0,40.2,37.6,10.6,2.24
0,3.8,8.6,23.8,1.7,1.06
2,16.4,22.8,23.0,3.9,1.59
2,2.5,10.8,29.9,12.7,1.58
3,41.8,50.7,38.3,22.2,2.58
2,1.1,8.9,26.5,20.1,1.33
2,4.1,18.1,27.0,14.7,1.4
3,16.4,32.0,25.7,14.7,2.03
0,8.2,15.0,16.3,4.6,0.88
1,19.5,27.3,50.3,6.2,2.47
0,10.4,14.1,10.3,5.4,0.91
2,66.5,82.1,25.8,16.7,1.51
0,6.8,11.8,26.6,6.4,0.88
0,24.7,27.0,16.1,2.0,0.91
3,90.1,109.2,48.8,27.5,1.52
2,51.0,58.8,22.3,12.0,1.54
2,4.7,10.5,33.5,0.4,1.72
0,1.2,5.8,25.8,4.5,1.01
2,19.7,23.8,31.8,5.3,1.27
2,164.9,168.7,22.9,15.4,1.53
3,0.4,15.7,38.4,11.9,1.34
0,1.3,5.1,19.8,8.0,0.84
2,24.3,41.9,30.5,5.3,1.64
2,17.8,28.9,37.4,10.2,1.44
0,13.3,18.8,19.7,5.2,1.01
1,28.0,54.1,56.6,9.6,2.02
1,12.1,29.4,49.8,16.7,2.02
0,8.9,15.7,26.4,6.6,0.94
0,20.7,25.1,14.1,4.0,1.04
2,23.6,32.3,29.2,3.1,1.59
3,21.1,41.7,27.0,17.7,1.93
3,40.3,49.7,36.8,15.8,1.39
2,11.7,19.7,28.6,14.5,1.27
3,21.5,41.4,32.3,29.5,2.5
0,2.9,8.6,20.8,5.6,0.93
0,21.7,24.1,16.5,4.3,0.89
0,2.4,5.8,15.5,6.3,1.08
0,8.7,16.6,25.0,0.9,1.03
0,5.1,9.0,15.7,3.2,1.0
3,33.8,46.6,31.0,22.8,1.92
0,12.7,18.3,21.1,1.1,1.01
2,56.3,68.7,22.8,10.5,1.4
2,6.0,14.4,16.8,12.8,1.47
2,11.0,17.6,25.8,3.1,1.26
0,1.7,5.4,20.2,5.8,1.0
0,0.4,7.2,17.2,6.1,1.02
2,43.0,52.4,22.5,7.2,1.35
0,20.8,25.7,12.9,3.6,0.77
2,5.6,7.6,24.4,16.6,1.56
3,42.9,57.2,22.4,13.0,2.44
0,17.1,22.1,15.7,8.3,0.92
3,3.8,13.0,45.4,3.9,2.24
3,27.7,39.2,25.8,10.2,1.84
0,19.2,23.4,18.8,6.0,0.95
2,68.9,72.8,24.0,14.3,1.99
0,26.1,33.5,22.3,1.4,1.03
1,48.8,67.7,36.2,28.6,2.21
3,70.1,82.7,50.3,20.6,1.91
0,1.5,8.0,19.3,6.3,1.08
2,20.0,28.4,29.5,5.3,1.36
0,23.1,24.7,12.1,7.6,1.02
0,4.3,10.3,19.5,7.9,0.99
3,18.6,39.5,21.4,12.2,2.21
0,5.8,9.6,23.6,4.3,1.08
0,7.4,13.9,22.2,5.4,0.94
0,3.0,11.3,26.8,3.7,0.95
0,7.6,15.3,26.3,4.4,0.99
0,26.1,34.5,19.0,3.2,0.78
0,3.6,13.5,20.5,5.4,1.03
0,10.2,16.3,13.9,3.2,0.86
0,28.7,35.4,12.3,6.0,1.13
2,33.0,41.0,25.4,10.8,1.64
0,13.2,18.9,18.9,6.3,0.9
3,29.5,52.6,37.9,17.1,2.09
2,35.8,44.7,22.2,9.7,1.33
1,48.1,63.6,43.7,29.2,3.03
3,31.7,50.9,47.6,5.2,2.0
3,4.9,11.9,26.3,19.4,2.22
1,25.7,46.9,45.6,25.2,2.25
1,59.5,79.6,40.5,24.4,2.41
2,6.3,18.5,34.9,11.6,1.95
0,2.3,8.9,19.5,5.7,0.89
0,19.2,27.3,17.1,4.3,1.04
0,24.8,28.9,12.9,3.9,1.1
1,26.6,50.7,46.3,18.2,2.38
2,25.1,30.1,26.5,7.2,1.49
3,16.0,32.9,31.8,10.6,2.15
2,48.0,60.0,30.8,6.8,2.0
0,0.0,7.3,19.9,6.9,0.95
0,4.1,5.5,15.1,7.1,0.97
2,24.6,38.5,30.9,14.1,1.67
0,14.4,18.8,16.1,2.4,1.05
3,35.4,36.1,37.1,17.9,2.24
0,1.7,7.8,19.1,4.5,0.84
2,13.6,25.8,19.3,12.9,1.41
2,5.4,22.0,26.2,18.6,1.44
3,130.0,137.4,33.6,7.1,2.04
0,11.0,15.2,19.2,8.3,1.13
2,25.6,36.8,19.2,6.0,1.57
2,1.3,14.6,32.5,0.9,1.55
0,5.1,12.1,10.5,6.4,1.07
1,11.1,35.6,39.1,35.8,1.95
2,17.5,30.8,26.1,7.9,1.39
0,7.9,17.1,25.1,6.7,0.99
2,19.9,29.1,35.8,12.3,1.93
0,11.7,16.7,10.0,6.6,1.01
0,0.3,1.5,20.5,8.5,1.13
3,52.5,80.9,22.9,13.0,2.42
3,2.6,10.2,30.3,24.3,1.91
3,6.3,19.4,37.5,13.6,2.18
2,35.5,42.0,17.9,11.1,1.23
0,0.5,8.8,20.2,4.5,1.08
1,66.9,92.3,46.0,15.7,2.63
0,0.8,4.4,26.8,3.6,1.03
3,11.3,29.9,31.4,25.3,2.11
3,3.4,21.2,39.6,8.4,2.27
0,0.9,4.8,18.7,3.4,1.02
2,6.9,21.8,25.3,7.7,1.59
2,18.0,26.3,28.9,9.8,1.58
3,5.9,21.1,27.6,18.9,1.82
1,5.0,25.6,45.0,14.5,2.4
3,12.3,18.1,31.8,8.9,1.72
0,5.1,11.7,20.5,3.6,1.11
3,22.8,34.7,29.6,17.6,2.69
2,13.5,25.3,16.2,10.9,1.17
0,0.7,3.6,27.8,9.6,1.09
3,19.8,34.2,32.7,15.8,2.18
2,4.3,13.3,20.1,12.6,1.38
0,7.0,13.7,12.1,8.4,1.09
3,1.1,24.1,37.5,23.6,1.78
3,14.9,24.0,29.7,19.3,1.78
3,40.5,57.9,25.3,13.6,2.14
3,3.5,10.2,25.4,19.3,2.59
2,19.4,33.5,35.1,10.0,1.57
0,4.0,12.3,24.1,2.8,0.87
0,9.2,14.0,12.2,4.8,0.9
3,37.8,47.1,32.6,11.0,1.87
0,12.5,15.0,14.6,3.3,1.1
0,1.9,6.6,19.7,6.2,1.05
1,2.2,3.8,39.8,20.1,2.65
3,35.9,59.1,36.1,15.0,1.74
2,8.6,29.2,31.5,7.4,1.28
3,21.7,37.5,30.7,16.4,2.18
2,5.0,21.9,33.8,16.5,1.57
0,5.4,11.7,20.1,4.5,0.85
3,4.1,16.3,24.8,6.6,2.02
1,11.3,27.2,53.4,23.2,2.72
0,13.4,18.9,24.4,2.0,1.0
2,5.5,10.2,32.5,2.3,1.83
3,11.9,24.4,30.4,14.1,1.71
2,39.3,52.8,16.8,9.9,1.73
2,85.4,95.8,24.8,3.9,1.23
2,40.6,46.1,19.7,9.9,1.32
3,19.5,31.0,28.0,14.3,2.22
3,7.3,30.9,37.3,6.8,2.21
3,51.4,64.5,36.9,9.4,1.93
2,3.1,21.4,22.3,15.0,1.56
3,5.2,25.6,43.7,15.4,2.32
3,33.1,54.9,33.0,19.6,1.48
1,26.6,51.1,31.8,29.0,2.48
2,34.2,50.3,27.8,16.1,1.3
2,2.2,3.7,27.7,11.7,1.63
3,80.4,103.6,45.8,12.1,1.97
0,5.3,12.4,27.4,7.2,0.78
2,16.4,23.0,26.3,4.9,1.22
0,3.5,8.0,18.6,2.0,1.04
3,50.2,68.7,31.5,6.0,2.13
1,19.9,49.3,51.0,22.5,2.47
1,9.9,30.3,48.3,36.8,2.68
2,6.5,19.1,32.4,12.6,1.2
0,6.2,8.0,13.9,5.0,1.09
2,3.8,14.8,24.8,11.1,1.11
1,38.8,58.4,40.4,12.8,2.09
2,6.7,18.0,26.9,6.1,1.64
0,27.3,31.8,15.6,1.9,0.89
3,0.1,12.5,41.7,15.8,1.98
0,16.6,24.0,25.5,5.2,1.06
0,14.8,20.3,12.8,4.9,1.18
0,15.9,22.8,20.6,7.5,0.91
0,13.9,15.3,26.3,1.4,0.92
2,14.6,25.8,26.5,3.0,1.37
0,9.2,12.2,18.7,4.0,1.15
0,5.3,8.6,19.5,9.1,1.07
0,8.9,17.3,17.4,4.5,0.93
2,13.5,17.9,29.4,7.9,1.51
0,3.5,11.4,24.1,8.9,1.03
0,2.2,4.3,24.9,4.7,1.1
0,1.5,5.3,13.5,3.8,1.09
2,1.2,10.9,22.7,7.1,1.86
3,109.4,119.8,43.1,11.3,1.64
1,72.8,88.8,54.1,17.1,2.54
0,1.2,8.0,17.1,4.7,1.0
1,82.4,97.2,50.6,16.0,3.17
1,37.8,57.3,48.5,21.2,2.23
0,5.4,9.5,15.8,1.7,0.98
0,0.1,7.5,17.4,4.7,0.87
2,0.9,8.7,20.4,15.0,1.49
2,6.3,20.3,31.2,5.8,1.69
1,37.0,52.3,44.6,16.0,2.03
3,33.0,47.9,26.0,-0.1,1.74
2,17.2,33.0,28.3,9.2,1.38
3,25.5,48.8,26.3,9.9,1.47
0,23.4,27.8,20.4,9.6,1.06
0,0.3,4.5,18.7,6.3,1.04
1,36.0,43.7,52.3,22.3,2.42
1,37.1,44.5,38.0,14.8,2.03
2,3.6,17.4,21.8,15.8,1.34
0,9.2,10.6,22.5,5.5,1.05
3,163.1,172.9,32.4,22.5,1.84
0,0.9,3.1,13.9,4.4,1.2
2,27.3,31.9,27.4,11.1,1.75
0,12.6,19.0,13.0,6.6,1.09
2,11.3,15.4,26.8,14.1,1.32
3,2.4,5.8,28.8,18.1,1.63
2,12.3,15.1,31.7,11.9,1.44
0,27.4,33.8,19.0,5.4,0.87
3,73.9,91.1,34.3,7.1,2.54
0,20.2,28.6,21.6,4.4,1.02
0,18.9,24.8,13.5,3.7,0.78
2,47.1,53.9,28.6,11.5,1.59
1,33.9,52.7,28.6,17.5,2.51
2,19.1,33.7,19.4,11.0,1.24
0,5.4,10.0,16.4,2.2,1.07
2,6.0,12.7,32.6,6.4,1.44
0,8.9,12.6,15.1,0.3,0.79
0,20.5,23.6,17.3,2.6,0.86
2,1.8,13.5,29.6,6.5,1.54
2,47.9,57.9,28.9,12.3,1.94
0,6.9,13.9,18.3,4.1,0.92
0,1.6,4.6,23.2,4.4,0.87
3,46.6,54.0,29.8,19.6,2.12
0,26.4,30.5,9.3,4.1,1.14
2,20.2,28.7,29.2,9.7,1.39
0,6.1,9.2,14.0,8.3,0.87
0,7.4,11.1,20.6,3.0,0.96
1,30.3,39.3,32.2,21.5,2.03
2,14.2,30.6,22.4,14.4,1.6
3,57.9,71.0,21.3,12.3,1.89
0,4.8,10.4,20.8,6.4,1.05
3,44.8,46.0,35.8,11.9,2.11
3,28.9,46.6,35.7,14.4,1.61
2,9.8,15.1,29.2,2.1,1.64
1,89.9,113.7,48.6,21.6,1.97
1,116.9,130.4,39.5,25.1,3.14
0,1.1,4.7,14.0,4.0,1.12
0,8.9,13.8,14.6,5.1,0.97
3,30.8,38.5,44.7,26.7,2.31
0,9.9,12.7,25.5,2.5,1.01
2,4.7,17.1,37.9,18.2,1.75
2,4.0,13.5,25.5,10.5,1.52
0,23.0,28.6,24.2,3.9,1.01
0,4.2,10.9,15.6,8.9,0.86
2,23.0,39.0,29.5,11.6,1.21
2,66.2,70.9,25.0,14.4,1.37
3,7.4,29.0,25.0,17.9,2.16
2,2.7,9.3,29.5,10.7,1.17
2,33.4,46.2,22.8,0.7,2.07
3,20.2,33.8,37.7,18.5,2.08
3,4.3,20.8,40.3,20.0,2.01
0,32.0,37.2,25.5,1.8,1.14
0,26.1,32.3,11.3,9.8,0.89
2,11.5,15.6,23.6,6.4,1.25
2,11.9,21.9,33.8,8.1,1.48
0,8.7,16.0,18.4,3.7,1.02
0,17.8,25.3,21.3,3.2,0.98
3,6.1,28.0,32.9,20.7,1.73
0,27.1,33.3,24.1,2.5,1.12
2,35.5,48.2,25.8,11.1,1.77
1,40.7,55.3,37.6,25.4,3.17
2,48.1,60.2,19.8,9.0,1.56
0,2.7,10.7,25.6,4.3,0.99
2,14.6,21.9,28.2,6.5,1.09
0,12.9,21.1,20.3,7.5,0.99
1,143.0,167.3,41.8,11.7,2.43
1,124.5,136.4,41.9,26.0,2.6
0,1.0,4.6,22.9,4.1,0.94
0,6.3,9.7,13.4,4.6,1.0
2,24.4,30.4,25.6,7.7,1.26
0,18.5,23.2,18.6,2.7,0.94
0,20.8,25.5,20.9,2.8,0.95
0,6.5,11.2,24.4,5.4,0.65
0,9.4,15.0,13.1,0.4,0.99
2,6.9,19.6,18.8,5.7,1.65
1,84.7,99.4,30.1,18.9,3.48
2,10.9,22.2,27.5,11.9,1.7
3,4.6,24.6,25.8,21.2,1.97
3,15.9,19.4,30.3,28.2,1.82
0,0.7,2.9,23.3,7.3,0.85
1,152.7,178.1,38.6,28.2,2.7
2,23.7,36.1,23.5,8.4,1.43
0,6.2,11.5,13.0,5.3,0.88
1,3.9,15.4,46.5,20.9,2.03
0,0.1,5.1,20.2,4.6,0.89
0,12.1,15.2,26.6,4.5,0.91
0,40.4,46.2,14.6,4.5,1.04
0,21.2,25.9,14.3,5.3,0.78
1,0.7,3.4,34.4,5.9,2.34
2,16.4,21.4,21.7,9.5,1.66
0,10.3,14.3,12.8,1.7,0.98
3,67.6,88.8,21.3,22.3,1.9
1,2.5,21.8,41.0,17.3,1.95
3,19.3,39.1,45.1,21.0,2.28
0,2.9,9.4,16.7,0.4,0.98
3,15.2,36.5,39.2,14.5,1.86
0,16.7,27.9,11.7,5.6,0.85
2,20.3,28.2,19.9,11.2,1.68
2,3.8,11.4,30.4,2.5,1.69
0,10.8,17.5,25.0,1.5,0.83
0,9.2,17.3,22.8,6.3,1.05
0,5.6,12.0,11.6,7.6,1.01
3,33.8,51.8,29.2,15.9,1.92
2,10.2,18.8,28.7,11.4,1.46
0,40.7,52.1,16.5,6.3,0.98
2,2.6,14.7,21.1,1.6,1.3
0,11.2,13.8,25.3,6.8,0.72
0,10.2,18.3,23.2,0.9,1.03
0,25.6,27.1,16.0,5.1,1.06
0,3.0,8.1,14.6,9.1,1.02
2,52.6,60.5,26.8,7.7,1.33
1,48.7,58.1,59.3,9.6,3.37
3,13.2,33.7,36.1,13.1,2.32
2,2.8,10.6,27.0,8.3,1.77
3,46.3,58.9,38.9,19.7,1.45
2,18.1,27.7,29.2,5.4,1.65
2,1.1,5.4,23.1,8.7,1.52
0,3.5,7.7,27.5,5.4,1.05
2,18.8,26.5,29.4,4.7,1.23
0,9.3,14.7,17.2,3.5,0.97
0,1.8,11.2,22.0,2.3,1.04
2,6.3,18.6,17.3,13.3,1.6
0,5.2,11.3,25.9,7.5,1.15
0,3.3,9.3,19.5,6.3,1.27
0,11.7,16.8,25.4,0.4,0.84
2,8.1,21.3,17.8,8.0,1.37
0,0.4,4.2,23.4,4.3,1.0
2,57.8,60.5,26.5,11.6,1.19
0,1.0,7.4,18.7,6.8,0.92
0,4.7,8.7,21.5,1.8,1.09
0,0.4,4.9,12.3,4.8,1.08
1,139.5,154.6,49.8,17.7,3.32
0,0.2,5.9,12.5,6.9,1.07
0,1.2,4.7,24.0,3.7,1.02
0,5.1,10.4,17.1,3.8,0.95
0,1.8,9.0,22.5,5.0,1.17
2,0.5,16.0,36.2,11.6,1.59
3,30.1,48.9,35.1,10.2,1.86
0,4.5,8.5,22.3,0.3,0.99
2,86.1,89.9,22.7,10.5,1.41
2,0.7,5.1,25.3,16.0,1.42
2,37.2,46.4,37.4,24.5,2.01
0,9.9,14.9,25.9,3.9,0.91
1,20.9,46.8,41.5,14.2,2.31
0,10.3,15.5,13.4,4.5,1.15
0,20.0,24.3,22.6,5.2,0.99
0,0.3,5.5,20.1,3.5,0.93
3,61.7,81.9,41.5,21.6,1.72
0,4.2,10.2,21.7,8.7,0.98
0,2.3,9.1,15.4,5.7,1.06
2,0.1,15.6,19.2,8.0,1.83
3,14.9,36.0,29.4,27.4,2.41
2,41.8,47.8,34.5,9.3,1.37
2,12.4,31.1,30.1,19.2,1.31
2,3.2,7.9,23.7,3.8,1.89
3,26.6,41.3,26.6,15.7,1.86
2,5.7,13.7,36.4,9.1,1.51
2,18.4,25.0,25.3,6.5,1.56
3,17.1,37.3,26.9,5.2,1.52
0,1.7,7.5,24.5,5.9,0.88
2,11.0,17.9,19.4,15.2,1.44
0,8.7,14.2,14.3,3.6,1.08
1,1.1,14.1,38.6,15.6,2.74
3,95.6,110.4,34.9,10.0,1.98
1,27.9,44.3,52.3,19.3,2.06
3,18.0,41.1,25.2,15.7,2.11
3,59.1,70.0,24.4,26.2,1.97
3,13.7,29.0,27.6,13.0,1.83
0,13.3,17.0,17.8,7.4,1.09
0,2.2,5.3,27.9,5.3,1.05
2,0.8,12.4,26.5,13.1,1.55
3,16.5,21.0,43.4,15.4,1.97
2,17.5,24.0,22.5,18.1,1.56
0,32.0,35.7,23.1,1.1,0.93
2,49.3,59.1,30.7,9.9,1.5
0,0.4,7.0,22.9,3.7,1.16
0,6.7,15.1,14.0,6.6,0.78
1,17.4,27.2,46.3,10.1,2.82
0,9.4,13.7,22.5,4.9,1.01
0,11.1,18.8,19.1,6.2,0.99
3,5.0,6.8,24.8,16.8,2.05
3,8.0,23.5,36.2,20.6,2.29
1,20.2,34.3,33.7,26.4,2.12
0,0.1,9.6,20.9,2.2,0.86
0,2.6,7.1,23.8,4.4,0.85
3,2.5,5.5,22.1,15.1,2.06
2,18.2,25.7,29.0,6.7,1.49
3,5.2,15.7,45.1,23.3,1.63
0,8.5,15.1,18.6,5.0,0.93
0,25.1,33.5,18.5,4.2,1.02
0,15.3,18.2,20.7,4.6,0.95
0,24.9,29.5,20.3,5.6,0.99
0,18.2,23.6,20.1,3.3,1.13
0,1.8,0.1,20.4,3.5,1.13
2,11.0,24.3,24.5,17.1,1.57
0,11.4,16.3,21.3,8.7,1.0
0,6.0,9.3,21.2,6.5,1.15
2,4.6,13.3,35.7,4.8,1.45
0,6.5,11.1,24.2,3.4,1.02
1,12.8,42.5,38.3,4.8,1.76
2,2.7,4.1,19.1,10.8,1.41
0,3.1,6.4,22.1,1.8,0.97
0,6.4,8.2,24.8,6.1,0.98
2,3.3,10.7,24.1,-0.1,1.89
1,50.1,61.3,48.3,29.6,2.64
3,106.3,125.3,28.2,15.6,2.24
3,14.8,21.3,27.1,19.9,1.8
3,9.1,25.3,34.8,12.5,1.99
0,1.8,6.6,17.8,7.0,1.04
0,3.1,7.8,15.7,3.0,1.05
0,9.4,12.1,20.3,3.5,0.88
2,0.8,10.5,32.4,14.9,1.03
3,2.4,14.6,34.4,9.2,1.79
0,29.9,35.2,21.9,3.1,1.0
1,49.7,71.8,48.3,18.6,2.53
0,3.0,9.7,15.6,3.1,1.01
1,14.0,22.3,37.2,18.2,2.75
3,4.5,16.8,35.0,12.9,1.93
1,12.6,47.9,32.6,26.5,2.03
2,15.1,29.7,25.5,5.8,1.75
2,11.2,16.0,26.0,4.5,1.45
0,12.9,18.0,20.6,5.7,1.23
3,29.9,42.3,20.9,22.2,2.31
2,7.5,17.3,31.0,15.3,1.3
0,16.7,20.4,12.5,4.3,0.95
2,10.1,20.0,26.6,11.2,1.78
0,5.3,12.4,16.3,5.0,0.99
0,9.0,12.0,14.3,5.1,1.08
3,21.6,29.6,35.1,12.7,2.13
0,3.8,10.9,22.7,6.1,0.9
0,25.2,30.8,24.6,7.0,0.97
0,9.7,17.2,14.7,7.1,1.0
0,1.8,4.3,24.1,5.8,0.89
2,10.7,18.0,21.7,16.7,1.88
2,43.8,61.7,20.5,9.2,1.65
3,2.0,17.8,37.5,17.1,2.05
2,11.9,20.6,33.1,10.7,1.37
0,3.2,8.8,14.8,3.6,1.03
0,0.2,5.2,15.8,3.0,1.04
0,11.8,15.8,13.7,4.7,0.97
2,37.0,48.5,22.9,10.0,1.48
2,10.6,17.7,23.4,4.1,1.47
0,2.4,6.9,16.6,2.8,1.07
0,8.1,12.2,17.3,4.2,1.04
2,60.9,74.3,34.3,4.2,1.81
0,3.1,11.3,22.3,0.0,1.14
1,66.5,86.1,33.2,-0.2,2.49
1,19.1,42.3,55.8,9.4,2.42
3,10.7,21.0,25.4,12.2,1.34
3,60.4,71.8,30.7,19.5,1.52
1,31.2,56.4,41.8,19.9,2.14
0,0.3,4.9,15.0,1.7,1.04
0,8.4,12.3,15.1,5.1,0.89
3,55.3,62.7,36.2,1.0,2.41
0,16.5,19.8,23.6,5.7,0.98
3,20.8,29.8,30.9,7.3,1.65
3,19.9,32.8,33.3,12.4,2.14
2,12.7,20.2,23.4,16.3,1.68
3,26.0,48.7,32.8,3.5,2.12
2,23.5,40.2,24.4,12.7,1.34
3,5.4,10.2,47.2,12.8,2.16
0,4.1,8.5,19.8,5.4,0.95
0,4.0,7.0,25.1,0.9,0.74
0,0.1,4.1,15.0,6.2,1.09
0,7.6,14.9,24.0,3.7,1.07
0,9.4,14.9,25.7,2.8,1.05
0,26.1,32.7,19.9,8.3,1.09
2,13.8,25.0,21.4,14.9,1.54
0,14.8,20.6,22.5,5.5,0.99
2,19.1,31.5,25.0,11.1,1.11
0,7.3,12.7,21.1,6.2,0.94
0,15.6,20.0,16.0,4.6,1.02
2,10.3,22.0,31.4,1.7,1.3
3,18.7,35.2,28.1,20.8,2.21
0,9.1,13.1,13.6,6.9,0.99
2,10.6,18.8,26.1,15.3,1.42
0,4.1,13.6,14.3,1.8,0.98
0,10.3,16.7,13.9,10.3,1.01
3,41.6,56.1,31.5,16.8,2.49
3,42.3,53.4,29.8,13.3,2.32
0,0.1,6.3,15.3,6.5,1.11
0,15.2,17.8,22.2,5.5,1.11
2,7.7,12.4,25.2,7.3,1.65
0,29.5,35.8,26.1,2.2,0.98
2,23.1,28.1,29.8,14.9,1.32
3,52.6,76.5,39.3,14.8,1.74
2,0.3,5.1,22.0,4.6,1.49
3,82.1,96.8,35.9,25.9,1.85
3,24.0,29.4,45.5,14.3,2.19
2,31.8,51.9,35.0,10.2,1.42
2,34.4,43.3,14.0,13.9,1.52
2,1.0,12.1,34.3,5.3,1.25
3,2.1,14.1,37.2,21.4,2.18
2,30.9,40.0,17.5,4.5,1.78
3,7.9,31.4,25.3,9.9,2.09
0,5.1,14.2,22.1,2.5,0.98
1,7.7,30.7,56.4,16.6,3.09
3,10.9,27.7,26.3,14.1,2.62
3,16.6,35.0,43.8,11.3,2.2
0,1.2,2.9,15.3,5.3,0.9
1,31.8,44.9,51.1,12.3,2.27
3,19.9,28.8,33.3,20.6,1.68
2,16.0,29.5,32.8,2.5,1.66
3,61.2,83.7,31.3,19.7,1.79
2,31.6,33.1,23.5,13.2,1.23
0,22.4,25.7,25.7,7.1,1.04
2,71.4,79.9,31.9,12.4,1.27
0,0.5,7.4,21.1,5.9,0.94
3,2.0,8.8,33.7,22.3,1.7
2,70.6,91.5,30.7,7.1,1.52
2,20.5,30.6,25.2,15.7,1.59
0,8.8,16.7,22.2,2.5,1.04
2,6.9,16.4,25.5,6.4,1.09
1,36.6,64.7,48.2,20.6,1.94
1,44.7,65.4,29.9,21.2,2.26
3,55.0,66.4,32.7,13.1,1.82
2,4.7,17.0,29.4,7.5,1.07
0,7.9,11.0,20.5,7.6,0.87
2,2.7,6.4,33.2,6.3,1.5
1,39.3,60.8,32.3,29.0,2.61
0,15.2,21.7,17.5,6.5,1.03
3,56.7,69.3,39.7,8.2,2.0
0,15.8,23.3,17.5,7.8,0.87
0,3.6,8.1,23.2,1.6,1.02
2,24.2,35.3,28.1,8.0,1.31
3,109.6,122.9,40.9,8.3,2.64
1,15.8,29.9,48.9,17.4,3.11
2,21.4,34.0,30.4,3.7,1.37
2,35.3,49.5,31.2,7.4,1.6
0,23.2,27.0,13.6,2.4,0.92
3,9.2,20.7,38.4,17.2,1.61
2,27.8,39.6,23.7,1.3,1.46
2,31.4,40.1,19.6,12.0,1.46
3,28.7,48.3,44.2,11.3,2.29
0,5.5,12.2,20.9,4.6,1.0
1,13.7,28.8,64.9,20.6,2.18
1,3.1,17.3,53.0,14.2,2.29
1,76.4,82.2,40.8,24.5,1.98
0,48.2,55.1,21.1,1.1,0.95
0,2.9,7.9,22.9,2.3,0.92
2,0.3,13.2,26.0,9.6,1.51
0,15.8,19.3,22.7,6.8,0.83
0,20.1,23.5,17.9,2.0,1.13
0,2.5,5.6,12.8,3.1,1.09
1,37.5,42.2,39.1,30.8,2.95
0,3.0,12.2,14.6,4.4,0.9
3,11.9,27.8,25.6,16.7,1.87
0,14.9,19.8,19.1,5.5,0.92
2,0.2,11.0,24.3,18.3,1.3
2,28.1,28.1,31.7,12.7,1.52
0,4.9,7.0,12.7,3.8,1.05
1,20.6,36.4,37.9,24.6,3.07
0,5.4,8.4,19.3,4.6,0.92
1,2.5,7.6,47.9,27.3,2.16
1,19.6,56.9,29.1,17.4,2.76
3,16.4,30.2,38.2,22.4,2.39
2,35.2,44.7,26.9,5.8,1.45
0,15.0,17.5,15.1,0.4,1.1
0,12.7,17.4,25.6,3.7,1.25
2,5.5,14.2,25.8,11.0,1.32
2,22.2,33.1,31.5,10.8,1.6
0,24.8,31.9,17.5,6.2,1.01
3,54.5,65.0,28.2,11.6,2.19
2,4.1,14.2,29.5,13.2,1.41
0,0.5,6.3,16.7,3.7,0.89
2,52.1,66.2,26.1,8.1,1.41
2,33.8,39.8,30.4,11.9,1.47
0,2.9,7.0,25.8,2.3,1.0
0,15.8,24.2,23.2,9.2,0.93
1,13.5,34.2,30.5,34.0,3.09
1,47.7,73.1,54.2,7.8,2.9
3,65.3,77.1,36.8,16.4,1.71
3,14.7,26.7,35.1,4.8,1.94
1,112.5,121.6,33.0,17.2,2.83
0,23.7,29.5,16.7,5.4,1.08
2,10.1,24.8,29.4,8.5,1.89
2,4.7,13.2,24.0,8.8,1.46
0,0.6,6.7,24.8,9.1,1.05
1,75.4,94.8,50.5,33.4,1.95
0,2.7,12.5,12.7,3.2,0.96
0,12.9,17.6,18.6,6.0,0.95
3,15.6,22.3,37.3,13.7,1.62
1,2.1,40.8,31.4,29.7,2.66
